"carat","cut","color","clarity","depth","table","price","x","y","z"
0.32,"Very Good","G","VS1",61.7,55,645,4.37,4.41,2.71
0.55,"Ideal","J","VS2",60.4,58,1133,5.29,5.34,3.21
1.58,"Ideal","I","SI1",62.3,55,9457,7.42,7.49,4.64
0.31,"Very Good","H","VS2",62.5,54,489,4.35,4.39,2.73
2.07,"Good","I","VS2",64.1,57,15119,8.07,8,5.15
0.7,"Very Good","F","SI1",59.8,59,2401,5.74,5.8,3.45
1.14,"Good","G","I1",63.7,56,2327,6.63,6.55,4.2
1,"Premium","I","SI1",59.6,58,4592,6.55,6.5,3.89
0.9,"Premium","F","SI1",62.5,62,3881,6.11,6.08,3.81
0.31,"Ideal","E","VVS2",61.9,54,767,4.38,4.41,2.72
1.58,"Ideal","H","VS2",61.4,56,12170,7.48,7.54,4.62
1.24,"Premium","G","VVS2",59.9,60,10202,6.98,7,4.19
1.23,"Premium","J","VS1",62.7,58,5510,6.82,6.79,4.27
1.4,"Premium","F","VS1",58.8,61,12401,7.35,7.32,4.31
0.8,"Ideal","I","VS2",62.1,54.4,2830,5.94,5.99,3.7
0.58,"Ideal","E","VS1",62.9,54,2192,5.34,5.31,3.35
0.4,"Ideal","F","VVS1",61.5,56,1128,4.73,4.77,2.92
0.42,"Ideal","D","VVS2",62.1,55,1389,4.81,4.78,2.98
0.79,"Premium","G","SI2",60.8,58,1877,6,5.98,3.61
0.51,"Very Good","G","SI1",62.7,59,1243,5.07,5.13,3.2
1.06,"Very Good","E","SI2",61.7,62,4570,6.5,6.54,4.02
0.31,"Good","H","VS1",63.1,58,544,4.26,4.3,2.7
0.39,"Ideal","F","VS1",62.2,56,958,4.63,4.7,2.9
0.52,"Good","H","SI1",63.6,62,1073,5.11,5.04,3.23
1.11,"Ideal","F","VVS1",59.7,58,12956,6.7,6.74,4.01
0.51,"Ideal","D","VS2",61.1,56,1986,5.16,5.2,3.17
0.34,"Premium","G","SI1",61.5,56,650,4.52,4.45,2.76
1.35,"Ideal","J","SI1",62.3,57,6396,7.08,7.02,4.39
0.55,"Premium","E","VS2",59.1,60,1664,5.35,5.31,3.15
1.09,"Premium","D","SI2",61.2,60,5164,6.6,6.64,4.05
0.53,"Ideal","D","SI1",62.3,56,1683,5.18,5.15,3.22
1.11,"Ideal","I","VS2",61.7,55,5506,6.66,6.69,4.12
0.31,"Ideal","F","VVS1",61.6,55,975,4.36,4.41,2.7
1.23,"Ideal","H","VS2",61.5,57,8541,6.92,6.87,4.24
0.81,"Premium","H","SI1",59.1,57,2585,6.16,6.09,3.62
0.31,"Good","F","VS1",56.7,60,814,4.57,4.5,2.57
0.34,"Ideal","F","VVS2",61.7,55,784,4.49,4.52,2.78
1.05,"Very Good","H","SI2",61.4,58,4042,6.54,6.58,4.03
0.9,"Good","E","SI1",63.8,56,3449,6.17,6.09,3.91
0.36,"Good","F","VS1",63.6,60,945,4.52,4.47,2.86
2.01,"Premium","E","SI2",62,61,17179,8.1,8.04,5
1,"Premium","F","SI2",62.6,58,4155,6.37,6.31,3.97
0.41,"Ideal","F","VS2",62.8,57,1107,4.76,4.73,2.98
0.33,"Very Good","H","VS1",60.2,62,579,4.44,4.47,2.68
0.74,"Very Good","J","VS2",60.8,58,2003,5.79,5.85,3.54
0.41,"Very Good","H","IF",62.9,54,1187,4.71,4.74,2.97
1.26,"Ideal","G","VS1",61.2,57,9032,7.03,6.95,4.28
0.71,"Very Good","E","SI1",61.7,61,2606,5.74,5.76,3.55
0.41,"Ideal","G","SI1",61.1,56,964,4.82,4.84,2.95
1.71,"Premium","H","SI2",62.5,57,10687,7.67,7.62,4.78
0.81,"Premium","G","SI2",62.2,59,2616,5.96,5.9,3.69
0.74,"Good","H","VS2",59.2,64,1989,5.79,5.66,3.4
0.73,"Ideal","G","VVS1",61.7,57,4182,5.77,5.8,3.57
0.39,"Ideal","I","VS2",61.5,55,651,4.7,4.73,2.9
1.65,"Ideal","E","SI2",58.7,56,8455,7.76,7.73,4.55
0.77,"Good","E","SI2",58.1,63,2371,6.02,6.06,3.5
0.64,"Ideal","G","VVS2",60.7,57,2587,5.58,5.63,3.4
0.77,"Good","F","VS1",59.3,56,3393,5.98,6.03,3.56
0.35,"Ideal","E","SI1",60.9,55,614,4.53,4.57,2.77
0.78,"Premium","I","VS2",62.7,58,2646,5.89,5.82,3.68
0.33,"Ideal","F","VVS1",61.8,57,1021,4.46,4.44,2.75
0.53,"Ideal","H","VS2",61.9,55.2,1435,5.21,5.24,3.24
1.01,"Premium","F","SI1",62.2,58,4775,6.35,6.28,3.93
0.28,"Very Good","I","VS2",61.9,57,379,4.16,4.19,2.58
0.38,"Ideal","D","VVS2",61.4,57,1070,4.66,4.72,2.88
0.35,"Ideal","D","VVS2",61.6,56,882,4.55,4.57,2.81
0.71,"Ideal","I","SI1",61.9,56,2660,5.71,5.74,3.54
0.51,"Ideal","J","SI1",62.5,58,1023,5.11,5.13,3.2
0.46,"Ideal","H","VS1",61.9,55,1353,4.95,4.99,3.08
0.5,"Premium","E","VS2",61.3,58,1746,5.12,5.06,3.12
0.31,"Ideal","G","VVS1",61.9,55,1046,4.36,4.3,2.68
0.7,"Ideal","J","VS2",62.6,57,1874,5.64,5.67,3.54
0.36,"Ideal","F","SI1",61.5,56,770,4.62,4.59,2.83
1.01,"Premium","G","SI1",61.2,61,4672,6.47,6.41,3.94
0.43,"Premium","G","VS2",61.1,59,867,4.83,4.86,2.96
1.83,"Premium","E","SI2",62,57,12492,7.89,7.81,4.87
0.53,"Good","E","SI2",63.2,54,1141,5.16,5.19,3.27
1.04,"Fair","D","SI2",65.8,58,3780,6.32,6.25,4.13
0.74,"Ideal","H","SI2",61.4,56,2289,5.78,5.84,3.57
1,"Ideal","F","SI2",62.7,57,4721,6.37,6.42,4.01
1.04,"Ideal","F","SI1",61.3,56,5495,6.51,6.55,4
0.9,"Good","F","VS1",62.8,60,4898,6.11,6.15,3.85
0.7,"Good","G","VS2",62.6,61,2699,5.57,5.61,3.5
0.26,"Good","E","VVS1",59.4,61,597,4.13,4.15,2.46
0.41,"Premium","G","VS1",62.1,60,961,4.78,4.72,2.95
0.34,"Ideal","H","VS2",62.6,54,689,4.5,4.45,2.8
1.13,"Premium","H","VS2",62.4,58,5779,6.61,6.66,4.14
1.51,"Ideal","G","VS1",60.6,57,14375,7.38,7.48,4.5
1.51,"Ideal","G","VVS2",61.8,57,14982,7.31,7.36,4.53
0.41,"Premium","F","VS1",59.9,58,1007,4.81,4.84,2.89
0.31,"Premium","D","SI1",61.2,60,732,4.41,4.35,2.68
0.51,"Ideal","D","SI1",62.6,57,1619,5.11,5.08,3.19
0.76,"Very Good","I","VS2",63.3,57,2551,5.79,5.83,3.68
0.42,"Very Good","F","VVS1",63,59,1154,4.75,4.81,3.01
0.9,"Very Good","D","SI1",61.9,55,4514,6.18,6.22,3.84
0.73,"Ideal","E","VVS1",62,56,4830,5.75,5.79,3.58
0.58,"Ideal","E","VS2",61.9,56,1884,5.35,5.38,3.32
0.7,"Premium","E","SI1",58.6,60,2657,5.78,5.75,3.38
0.42,"Ideal","G","VS2",61.6,56,1087,4.83,4.82,2.97
0.38,"Ideal","G","SI1",61.3,56,855,4.67,4.63,2.85
0.9,"Ideal","E","VS2",62,59,5439,6.17,6.21,3.84
1.15,"Ideal","I","VS2",61.7,59,5038,6.68,6.73,4.14
0.31,"Ideal","G","VVS1",61.6,56,1046,4.39,4.35,2.69
1,"Good","E","SI1",60.4,61,4916,6.37,6.44,3.87
0.7,"Very Good","F","VS1",62.8,56,3265,5.64,5.66,3.55
1,"Premium","D","VS1",62.1,55,7812,6.41,6.34,3.96
1.03,"Premium","H","SI1",61.9,58,4932,6.49,6.43,4
0.7,"Very Good","F","SI1",60.3,59,2312,5.73,5.78,3.47
0.75,"Premium","J","SI1",61.7,56,1958,5.92,5.81,3.62
0.3,"Good","I","SI1",64.1,57,391,4.25,4.3,2.74
0.9,"Fair","H","SI2",64.4,59,2138,6.03,5.99,3.87
1.02,"Very Good","F","SI1",63.3,58,5038,6.39,6.35,4.03
0.7,"Very Good","F","VS2",62.4,57,2956,5.67,5.71,3.55
0.31,"Good","H","VS1",63.6,55,698,4.32,4.29,2.74
0.7,"Good","I","SI1",63.5,59,1899,5.62,5.65,3.58
1.2,"Very Good","G","SI2",61.5,58,4443,6.83,6.85,4.21
0.72,"Very Good","G","VS2",62,56,2578,5.75,5.77,3.57
0.91,"Very Good","H","VS2",58.3,59,4193,6.35,6.47,3.74
1.18,"Ideal","D","I1",61.5,62,3886,6.88,6.73,4.19
0.71,"Fair","F","SI2",60.1,68,2327,5.8,5.72,3.46
1.51,"Premium","E","VS2",62.6,60,14844,7.28,7.22,4.54
0.57,"Premium","D","SI1",61.1,56,1847,5.38,5.33,3.27
1.01,"Premium","F","SI2",62.7,58,3733,6.38,6.32,3.98
0.36,"Ideal","G","VVS2",61.5,55,794,4.58,4.62,2.83
0.29,"Ideal","G","VVS1",62.3,55,607,4.25,4.29,2.66
0.37,"Very Good","G","VS1",59.2,61,746,4.63,4.7,2.76
1.42,"Very Good","F","VVS1",58.4,62,15665,7.35,7.38,4.3
0.83,"Premium","J","SI1",59.3,59,2022,6.17,6.1,3.64
0.5,"Ideal","D","VS2",62.4,55,1653,5.09,5.1,3.18
1.03,"Premium","J","SI1",61.1,61,3749,6.49,6.44,3.95
0.44,"Good","E","SI2",63.2,59,684,4.8,4.85,3.05
0.42,"Premium","D","SI2",62,59,862,4.83,4.78,2.98
1.04,"Ideal","G","VS2",62,59,6286,6.43,6.5,4.01
1.11,"Very Good","F","VS1",62.1,58,8233,6.63,6.7,4.14
0.51,"Very Good","G","VS1",62.9,58,1656,5.05,5.1,3.19
1.04,"Ideal","F","SI2",62.6,57,4547,6.45,6.48,4.05
1.17,"Ideal","G","VS2",62,57,7423,6.74,6.78,4.19
0.4,"Premium","E","VS2",61.9,59,975,4.75,4.72,2.93
1.05,"Very Good","E","SI2",62.3,56,4851,6.47,6.54,4.05
0.71,"Ideal","H","VS1",60.3,59,2487,5.75,5.79,3.48
1.02,"Ideal","G","SI2",62.4,54,4501,6.39,6.47,4.02
1.33,"Very Good","H","SI2",62.5,58,6482,7.04,6.97,4.38
0.7,"Very Good","E","SI2",61.8,60,2224,5.61,5.65,3.48
0.7,"Ideal","D","VS2",61.4,55,3360,5.71,5.75,3.52
0.34,"Ideal","E","SI1",61.7,56,596,4.49,4.52,2.78
0.38,"Ideal","G","VS1",62.4,54,759,4.63,4.67,2.9
1.51,"Very Good","I","SI1",61.6,58,9283,7.35,7.3,4.51
0.7,"Good","G","VS2",63.1,55,2633,5.61,5.64,3.55
0.93,"Premium","G","VS2",62.2,59,4834,6.21,6.26,3.88
0.31,"Premium","E","SI1",58.7,60,651,4.48,4.45,2.62
0.7,"Very Good","G","SI2",63.2,57,1715,5.66,5.59,3.55
0.7,"Good","F","SI1",57.9,63,2190,5.8,5.84,3.37
0.4,"Ideal","G","IF",62.3,55,1229,4.74,4.76,2.96
0.53,"Ideal","I","SI2",62,54,973,5.19,5.23,3.23
0.54,"Ideal","E","VVS2",62.2,54,2616,5.23,5.26,3.26
0.37,"Ideal","F","SI1",61.6,55,747,4.65,4.67,2.87
0.34,"Ideal","H","SI1",61.3,57,526,4.54,4.55,2.78
0.9,"Very Good","H","SI1",62.8,58,3437,6.13,6.16,3.86
0.32,"Premium","H","SI1",62.2,56,576,4.39,4.36,2.72
1.01,"Very Good","E","SI2",60.9,58,4566,6.45,6.49,3.94
0.83,"Ideal","F","SI1",62.2,55,3560,6.01,6.03,3.74
0.4,"Premium","F","VS2",61,58,842,4.72,4.79,2.9
1.01,"Very Good","H","SI1",62.7,58,4743,6.36,6.34,3.98
0.39,"Very Good","E","VS1",60,59,900,4.76,4.8,2.87
0.91,"Very Good","G","SI1",60.2,58,4429,6.29,6.31,3.79
1,"Fair","E","SI2",63,58,4516,6.35,6.26,3.97
1.34,"Premium","H","VS2",62.3,60,7630,7.05,7.02,4.38
2.09,"Ideal","I","SI2",61.2,57,13933,8.27,8.19,5.04
0.33,"Premium","G","VVS2",60.6,58,965,4.5,4.47,2.72
2,"Good","H","SI1",63.6,58,16650,7.96,7.87,5.03
1.24,"Premium","I","SI1",62.9,60,5208,6.8,6.74,4.26
1.04,"Premium","F","SI2",60.2,58,4717,6.6,6.55,3.96
0.36,"Premium","I","IF",59.9,59,972,4.63,4.58,2.76
1.5,"Fair","I","I1",65.1,59,5040,7.12,6.96,4.58
1.52,"Ideal","J","SI1",61.9,57,7491,7.37,7.33,4.55
0.83,"Good","F","SI2",57.5,61,2358,6.22,6.17,3.56
0.7,"Good","G","SI2",64.1,56,1935,5.64,5.59,3.6
0.51,"Ideal","D","VS2",61.9,57,1882,5.13,5.11,3.17
1.01,"Good","E","SI2",63.9,58,3546,6.31,6.37,4.05
0.9,"Premium","H","VS1",60.2,58,4234,6.32,6.28,3.79
0.31,"Good","F","VS2",63.9,56,802,4.32,4.29,2.75
2.05,"Very Good","G","SI1",63.4,58,12515,8.03,7.96,5.07
1.02,"Very Good","H","SI2",63.5,60,3998,6.33,6.24,3.99
1.11,"Ideal","G","SI1",62,57,5127,6.69,6.61,4.12
0.35,"Ideal","G","VS1",62.1,56,906,4.56,4.52,2.82
1.01,"Premium","F","SI1",60.6,58,5559,6.54,6.49,3.95
1.11,"Very Good","G","VS2",62.2,55,6593,6.61,6.67,4.13
0.7,"Ideal","D","VS2",61.3,57,2960,5.72,5.76,3.52
0.33,"Ideal","E","VS2",61.1,56,723,4.45,4.48,2.73
0.81,"Ideal","E","VS1",61.6,55,4764,5.96,6.02,3.69
0.4,"Ideal","D","SI1",62,56,772,4.68,4.71,2.91
0.9,"Fair","F","SI2",65.7,63,3062,6.01,5.96,3.93
1.8,"Good","F","SI2",57.9,58,12196,8.08,8.13,4.69
0.45,"Ideal","G","IF",61.7,55,1548,4.93,4.96,3.05
0.8,"Fair","H","VS2",65.3,58,2686,5.78,5.73,3.76
0.54,"Ideal","E","VS2",61.7,55,1609,5.23,5.2,3.22
0.97,"Premium","E","SI1",61,61,4915,6.32,6.28,3.84
1.2,"Premium","H","SI1",62.9,56,6129,6.8,6.74,4.26
1.01,"Premium","G","SI2",62.4,58,4362,6.38,6.41,3.99
0.61,"Good","H","VVS2",60.3,60.5,1821,5.44,5.48,3.29
0.51,"Very Good","E","VS2",61.2,60,1554,5.11,5.18,3.15
0.52,"Ideal","E","VS2",62,55,1689,5.14,5.19,3.2
0.73,"Ideal","D","SI1",61.3,57,3615,5.81,5.83,3.57
1.31,"Premium","I","VS1",61.9,56,5759,7.07,6.98,4.35
2.02,"Very Good","G","SI2",63.1,57,12094,8.01,7.97,5.04
1.06,"Ideal","H","VS2",62.3,53,6619,6.58,6.56,4.09
1.29,"Very Good","G","SI2",63.3,61,4937,6.84,6.8,4.32
0.71,"Premium","G","SI1",62.5,58,2613,5.66,5.61,3.52
1.02,"Very Good","G","SI2",61.6,61,4291,6.46,6.47,3.98
0.51,"Premium","E","VS2",61.3,58,1656,5.13,5.15,3.15
1.23,"Ideal","H","SI1",62.3,57,6046,6.89,6.85,4.28
0.31,"Ideal","F","IF",61.8,54,979,4.33,4.37,2.69
0.36,"Very Good","H","VVS2",61.3,55,668,4.58,4.64,2.81
0.31,"Premium","D","VS2",62.5,52,816,4.4,4.37,2.74
0.4,"Ideal","I","IF",62.4,56,982,4.7,4.73,2.94
1.07,"Very Good","I","VS2",62.5,56,4873,6.5,6.53,4.07
0.38,"Premium","F","VS1",62.4,59,933,4.57,4.63,2.87
2.1,"Fair","F","SI2",64.7,61,15827,7.97,7.92,5.14
0.3,"Premium","F","VS2",62.2,60,776,4.27,4.22,2.64
1.24,"Ideal","G","VS2",62.1,56,8504,6.87,6.91,4.28
1.3,"Premium","I","VS2",62.7,58,6246,6.97,6.9,4.35
0.77,"Premium","F","SI1",60.8,59,2856,5.92,5.86,3.58
1.38,"Fair","G","SI2",61.2,59,4730,7.19,7.13,4.38
0.81,"Good","H","SI1",63,58,2534,5.79,5.87,3.67
1.18,"Ideal","I","VVS1",59.7,54,6378,6.92,6.99,4.15
0.25,"Good","E","VVS1",61.4,62,498,4.03,4.05,2.48
0.7,"Very Good","G","VVS2",60,60,3235,5.78,5.85,3.49
1.12,"Very Good","H","SI2",60.9,60,4498,6.71,6.76,4.1
0.38,"Ideal","F","VS2",61.2,57,889,4.67,4.64,2.85
1.03,"Good","D","SI1",64.3,58,4441,6.31,6.28,4.05
0.51,"Very Good","E","SI1",60.3,63,1340,5.13,5.06,3.07
0.41,"Very Good","F","SI1",62.3,60,679,4.73,4.78,2.96
0.55,"Ideal","G","IF",61.1,57,2383,5.26,5.31,3.23
0.29,"Ideal","F","VVS1",60.9,57,669,4.29,4.32,2.62
1.5,"Premium","F","SI1",62.8,56,11154,7.36,7.3,4.6
0.41,"Premium","E","SI1",61.2,59,705,4.78,4.82,2.94
0.31,"Ideal","D","SI1",61.2,57,684,4.38,4.34,2.67
1.05,"Ideal","G","VS2",61.7,57,7028,6.56,6.53,4.04
0.33,"Very Good","D","SI2",62.9,56,492,4.41,4.43,2.78
1.5,"Premium","F","VS2",62.8,58,13680,7.21,7.16,4.51
2,"Ideal","F","SI2",62,57,17871,8.1,8.03,5
0.24,"Very Good","F","VS2",59.6,58,419,4.08,4.11,2.44
1.51,"Premium","H","IF",60.2,60,13194,7.44,7.41,4.47
1.2,"Ideal","I","VS1",62.1,56.5,6210,6.8,6.84,4.23
2,"Premium","I","VS1",60.8,59,18795,8.13,8.02,4.91
0.31,"Ideal","F","VS2",62.3,57,802,4.34,4.3,2.69
0.25,"Very Good","F","VVS2",62,59,576,3.99,4.04,2.49
0.36,"Premium","D","VS2",61.8,58,1094,4.58,4.55,2.82
1.03,"Premium","D","VVS2",60.1,58,11335,6.55,6.6,3.95
1.59,"Premium","E","SI2",62.3,58,6010,7.42,7.37,4.61
0.3,"Premium","E","VS2",62.2,60,844,4.28,4.24,2.65
1.12,"Very Good","G","VVS1",60.9,57,8408,6.67,6.72,4.08
0.76,"Premium","G","VS2",61.8,58,2744,5.85,5.89,3.63
0.34,"Premium","E","SI2",62.4,59,477,4.42,4.46,2.77
0.25,"Very Good","F","VS1",60.7,57,480,4.06,4.09,2.47
1.11,"Premium","E","SI2",61,60,4177,6.68,6.66,4.07
0.51,"Ideal","F","VS1",61.7,54,1836,5.17,5.14,3.18
0.5,"Ideal","E","VS1",61.9,56,1716,5.09,5.12,3.16
0.51,"Premium","G","VS2",61.1,58,1381,5.17,5.2,3.17
1.01,"Very Good","D","VVS1",62.8,57,13312,6.36,6.41,4.01
1.01,"Good","D","SI1",62.9,57,4977,6.34,6.37,4
0.5,"Ideal","F","VS2",62.4,56,1404,5.1,5.13,3.19
1.2,"Ideal","H","VS2",59.9,57,6487,6.91,6.87,4.13
0.32,"Ideal","H","SI1",61.2,56,430,4.43,4.46,2.72
0.32,"Ideal","E","VVS1",61.8,55,921,4.4,4.43,2.73
0.9,"Very Good","I","VS1",62.6,59,4126,6.11,6.15,3.84
0.4,"Premium","D","SI1",61.3,60,772,4.71,4.75,2.9
0.31,"Fair","G","VVS2",65.5,58,629,4.25,4.24,2.78
1.01,"Very Good","H","SI1",63.3,57,4707,6.41,6.36,4.04
0.31,"Premium","G","VS2",61.2,58,544,4.32,4.37,2.66
0.57,"Ideal","E","VS1",60.8,54.8,2061,5.36,5.4,3.27
0.86,"Ideal","G","SI2",61.9,55,3442,6.11,6.14,3.79
1.03,"Premium","F","VS2",62.4,58,6307,6.47,6.42,4.02
0.73,"Premium","H","VS1",61.7,58,2468,5.75,5.72,3.54
0.32,"Ideal","G","VS1",61.4,56,628,4.42,4.47,2.73
0.33,"Ideal","D","VS2",60.9,55,1002,4.5,4.47,2.73
0.5,"Very Good","G","VS2",62,57,1351,5.04,5.12,3.15
0.7,"Very Good","F","SI1",63.5,59,2264,5.59,5.65,3.57
0.51,"Ideal","G","VVS2",61.6,56,1974,5.17,5.12,3.17
0.32,"Ideal","D","VS2",60.5,56,972,4.48,4.45,2.7
0.34,"Very Good","J","VS1",61.7,58,447,4.41,4.47,2.74
0.53,"Ideal","E","SI1",61.4,56,1564,5.2,5.26,3.21
0.38,"Ideal","H","VS2",62.2,54,703,4.64,4.68,2.9
1.07,"Ideal","I","VS2",61.1,57,4319,6.66,6.6,4.05
1.27,"Premium","I","VS1",62.2,59,6415,6.87,6.92,4.29
0.56,"Ideal","H","SI1",61.9,54,1270,5.3,5.33,3.29
0.43,"Premium","I","SI2",59.8,59,726,4.94,4.9,2.94
0.9,"Good","F","SI2",63.1,56,3519,6.12,6.18,3.88
1.28,"Ideal","G","I1",61.6,57,4509,6.96,6.93,4.28
0.47,"Very Good","H","VS2",57.2,60,1178,5.18,5.21,2.97
0.71,"Very Good","I","SI1",62,56,2098,5.69,5.72,3.54
1.53,"Very Good","G","VS1",62.8,59,13189,7.32,7.36,4.61
1.03,"Good","I","VS2",60,62,4819,6.51,6.55,3.92
1,"Premium","D","SI1",61.4,58,5096,6.4,6.34,3.91
0.32,"Very Good","I","VS1",62.6,58,505,4.38,4.4,2.75
2.06,"Ideal","I","SI2",62.3,57,14428,8.2,8.12,5.09
1.02,"Very Good","G","VS1",62,59,6126,6.39,6.45,3.98
0.91,"Good","G","VS1",64.1,59,4150,6.1,6.13,3.92
0.5,"Premium","H","VVS1",62.5,58,1710,5.05,5.1,3.17
1.5,"Good","E","SI2",64.5,58,8492,7.06,7.11,4.57
1.01,"Very Good","J","SI1",62.8,57,3998,6.37,6.41,4.01
1.02,"Premium","H","VS2",60.4,59,5008,6.52,6.55,3.95
0.83,"Very Good","E","SI1",62.1,58,3002,6.01,6.04,3.74
0.39,"Very Good","H","VS2",63.1,58,921,4.66,4.63,2.93
0.28,"Premium","H","VVS1",59.9,62,646,4.28,4.23,2.55
2.48,"Premium","I","SI1",61,60,16715,8.68,8.61,5.27
0.33,"Premium","G","VS2",61.9,59,579,4.4,4.46,2.74
